编号,英文名,效力球队(全称),效力球队(缩写),中文译名
78208,Willie Smith,Chicago Bulls|Indiana Pacers|Portland Trail Blazers|Cleveland Cavaliers,CHI|IND|POR|CLE,
1629015,Zhaire Smith,Philadelphia 76ers,PHI,
1628372,Dennis Smith Jr.,Dallas Mavericks|New York Knicks|Detroit Pistons|Portland Trail Blazers|Charlotte Hornets|Brooklyn Nets,DAL|NYK|DET|POR|CHA|BKN,
1631095,Jabari Smith Jr.,Houston Rockets,HOU,
1641733,Nick Smith Jr.,Charlotte Hornets|Los Angeles Lakers,CHA|LAL,
22,Rik Smits,Indiana Pacers,IND,
1091,Mike Smrek,Chicago Bulls|Los Angeles Lakers|San Antonio Spurs|Golden State Warriors|LA Clippers,CHI|LAL|SAS|GSW|LAC,
78212,Joe Smyth,,,
1630270,Xavier Sneed,Memphis Grizzlies|Utah Jazz|Charlotte Hornets,MEM|UTA|CHA,
203503,Tony Snell,Chicago Bulls|Milwaukee Bucks|Detroit Pistons|Atlanta Hawks|Portland Trail Blazers|New Orleans Pelicans,CHI|MIL|DET|ATL|POR|NOP,
727,Eric Snow,Oklahoma City Thunder|Philadelphia 76ers|Cleveland Cavaliers,OKC|PHI|CLE,
78213,Dick Snyder,Atlanta Hawks|Phoenix Suns|Oklahoma City Thunder|Cleveland Cavaliers,ATL|PHX|OKC|CLE,
2745,Kirk Snyder,Utah Jazz|New Orleans Pelicans|Houston Rockets|Minnesota Timberwolves,UTA|NOP|HOU|MIN,
78214,George Sobek,,,
78215,Ricky Sobers,Phoenix Suns|Indiana Pacers|Chicago Bulls|Washington Wizards|Oklahoma City Thunder,PHX|IND|CHI|WAS|OKC,
78216,Ron Sobie,New York Knicks,NYK,
1631110,Jeremy Sochan,San Antonio Spurs|New York Knicks,SAS|NYK,
78217,Mike Sojourner,Atlanta Hawks,ATL,
2226,Will Solomon,Memphis Grizzlies|Toronto Raptors|Sacramento Kings,MEM|TOR|SAC,
78219,Willie Somerset,,,
2443,Darius Songaila,Sacramento Kings|Chicago Bulls|Washington Wizards|New Orleans Pelicans|Philadelphia 76ers,SAC|CHI|WAS|NOP|PHI,
1642850,Thomas Sorber,,,
78220,Dave Sorenson,Cleveland Cavaliers|Philadelphia 76ers,CLE|PHI,
203480,James Southerland,Charlotte Hornets|New Orleans Pelicans,CHA|NOP,
78221,Gino Sovran,,,
2776,Pape Sow,Toronto Raptors,TOR,
1629034,Ray Spalding,Dallas Mavericks|Phoenix Suns|Houston Rockets,DAL|PHX|HOU,
78222,Jim Spanarkel,Philadelphia 76ers|Dallas Mavericks,PHI|DAL,
2779,Vassilis Spanoulis,,,
78223,Guy Sparrow,New York Knicks|Golden State Warriors,NYK|GSW,
600009,Rory Sparrow,Brooklyn Nets|Atlanta Hawks|New York Knicks|Chicago Bulls|Miami Heat|Sacramento Kings|Los Angeles Lakers,BKN|ATL|NYK|CHI|MIA|SAC|LAL,
78225,Odie Spears,Sacramento Kings|Detroit Pistons|Atlanta Hawks,SAC|DET|ATL,
78226,Art Spector,Boston Celtics,BOS,
201578,Marreese Speights,Philadelphia 76ers|Memphis Grizzlies|Cleveland Cavaliers|Golden State Warriors|LA Clippers|Orlando Magic,PHI|MEM|CLE|GSW|LAC|ORL,
1629016,Omari Spellman,Atlanta Hawks|Golden State Warriors,ATL|GSW,
78227,Andre Spencer,Atlanta Hawks|Golden State Warriors|Sacramento Kings,ATL|GSW|SAC,
1642285,Cam Spencer,Memphis Grizzlies,MEM,
771,Elmore Spencer,LA Clippers|Denver Nuggets|Portland Trail Blazers|Oklahoma City Thunder,LAC|DEN|POR|OKC,
280,Felton Spencer,Minnesota Timberwolves|Utah Jazz|Orlando Magic|Golden State Warriors|San Antonio Spurs|New York Knicks,MIN|UTA|ORL|GSW|SAS|NYK,
1630311,Pat Spencer,Golden State Warriors,GSW,
78230,Lou Spicer,,,
78231,Craig Spitzer,,,
201168,Tiago Splitter,San Antonio Spurs|Atlanta Hawks|Philadelphia 76ers,SAS|ATL|PHI,
78232,Art Spoelstra,Sacramento Kings|Los Angeles Lakers,SAC|LAL,
84,Latrell Sprewell,Golden State Warriors|New York Knicks|Minnesota Timberwolves,GSW|NYK|MIN,
78233,Larry Spriggs,Houston Rockets|Chicago Bulls|Los Angeles Lakers,HOU|CHI|LAL,
1630531,Jaden Springer,Philadelphia 76ers|Boston Celtics|Utah Jazz,PHI|BOS|UTA,
78234,Jim Springer,,,
78235,Jim Spruill,,,
1756,Ryan Stack,Cleveland Cavaliers,CLE,
711,Jerry Stackhouse,Philadelphia 76ers|Detroit Pistons|Washington Wizards|Dallas Mavericks|Milwaukee Bucks|Miami Heat|Atlanta Hawks|Brooklyn Nets,PHI|DET|WAS|DAL|MIL|MIA|ATL|BKN,
78237,Kevin Stacom,Boston Celtics|Indiana Pacers|Milwaukee Bucks,BOS|IND|MIL,
78238,Dave Stallworth,New York Knicks|Washington Wizards,NYK|WAS,
78239,Isaac Stallworth,Oklahoma City Thunder|Utah Jazz,OKC|UTA,
78240,Ed Stanczak,Boston Celtics,BOS,
1630199,Cassius Stanley,Indiana Pacers|Detroit Pistons,IND|DET,
78241,Terence Stansbury,Indiana Pacers|Oklahoma City Thunder,IND|OKC,
317,John Starks,Golden State Warriors|New York Knicks|Chicago Bulls|Utah Jazz,GSW|NYK|CHI|UTA,
78243,Keith Starr,,,
203917,Nik Stauskas,Sacramento Kings|Philadelphia 76ers|Brooklyn Nets|Portland Trail Blazers|Cleveland Cavaliers|Miami Heat|Boston Celtics,SAC|PHI|BKN|POR|CLE|MIA|BOS,
78244,Larry Staverman,Sacramento Kings|Washington Wizards,SAC|WAS,
78245,Larry Steele,Portland Trail Blazers,POR,
1099,Matt Steigenga,,,
1735,Vladimir Stepania,Oklahoma City Thunder|Brooklyn Nets|Miami Heat|Portland Trail Blazers,OKC|BKN|MIA|POR,
203474,DJ Stephens,Milwaukee Bucks|Memphis Grizzlies,MIL|MEM,
78247,Everette Stephens,Indiana Pacers|Milwaukee Bucks,IND|MIL,
78249,Jack Stephens,,,
1086,Joe Stephens,Houston Rockets|Memphis Grizzlies,HOU|MEM,
202362,Lance Stephenson,Indiana Pacers|Charlotte Hornets|LA Clippers|Memphis Grizzlies|New Orleans Pelicans|Minnesota Timberwolves|Los Angeles Lakers|Atlanta Hawks,IND|CHA|LAC|MEM|NOP|MIN|LAL|ATL,
1627293,Alex Stepheson,LA Clippers|Memphis Grizzlies,LAC|MEM,
78250,Brook Steppe,Sacramento Kings|Indiana Pacers|Detroit Pistons|Portland Trail Blazers,SAC|IND|DET|POR,
78251,Barry Stevens,,,
1641815,Isaiah Stevens,Miami Heat|Sacramento Kings,MIA|SAC,
1630205,Lamar Stevens,Cleveland Cavaliers|Boston Celtics|Memphis Grizzlies,CLE|BOS|MEM,
78252,Wayne Stevens,,,
2052,DeShawn Stevenson,Utah Jazz|Orlando Magic|Washington Wizards|Dallas Mavericks|Brooklyn Nets|Atlanta Hawks,UTA|ORL|WAS|DAL|BKN|ATL,
1630597,DJ Stewart,,,
78253,Dennis Stewart,,,
1630191,Isaiah Stewart,Detroit Pistons,DET,
1529,Kebu Stewart,,,
1125,Larry Stewart,Washington Wizards|Oklahoma City Thunder,WAS|OKC,
1565,Michael Stewart,Sacramento Kings|Toronto Raptors|Cleveland Cavaliers|Boston Celtics|Atlanta Hawks,SAC|TOR|CLE|BOS|ATL,
78256,Norm Stewart,,,
201880,Greg Stiemsma,Boston Celtics|Minnesota Timberwolves|New Orleans Pelicans|Toronto Raptors,BOS|MIN|NOP|TOR,
78257,Steve Stipanovich,Indiana Pacers,IND,
179,Bryant Stith,Denver Nuggets|Boston Celtics|Cleveland Cavaliers,DEN|BOS|CLE,
78259,Sam Stith,,,
78260,Tom Stith,,,
78261,Alex Stivrins,Oklahoma City Thunder|Atlanta Hawks|LA Clippers|Milwaukee Bucks|Phoenix Suns,OKC|ATL|LAC|MIL|PHX,
204065,David Stockton,Sacramento Kings|Utah Jazz,SAC|UTA,
304,John Stockton,Utah Jazz,UTA,
978,Peja Stojakovic,Sacramento Kings|Indiana Pacers|New Orleans Pelicans|Toronto Raptors|Dallas Mavericks,SAC|IND|NOP|TOR|DAL,
1055,Ed Stokes,,,
78264,Greg Stokes,Philadelphia 76ers|Sacramento Kings,PHI|SAC,
203950,Jarnell Stokes,Memphis Grizzlies|Miami Heat|Denver Nuggets,MEM|MIA|DEN,
600016,Maurice Stokes,Sacramento Kings,SAC,
78266,Art Stolkey,,,
1627754,Diamond Stone,,,
202933,Julyan Stone,Denver Nuggets|Toronto Raptors|Charlotte Hornets,DEN|TOR|CHA,
2852,Awvee Storey,Brooklyn Nets|Washington Wizards|Milwaukee Bucks,BKN|WAS|MIL,
757,Damon Stoudamire,Toronto Raptors|Portland Trail Blazers|Memphis Grizzlies|San Antonio Spurs,TOR|POR|MEM|SAS,
101136,Salim Stoudamire,Atlanta Hawks,ATL,
2405,Amar'e Stoudemire,Phoenix Suns|New York Knicks|Dallas Mavericks|Miami Heat,PHX|NYK|DAL|MIA,
78267,Paul Stovall,,,
201199,DJ Strawberry,,,
78268,Joe Strawder,Detroit Pistons,DET,
1631124,Julian Strawther,Denver Nuggets,DEN,
78269,Bill Stricker,,,
1065,Erick Strickland,Dallas Mavericks|New York Knicks|Memphis Grizzlies|Boston Celtics|Indiana Pacers|Milwaukee Bucks,DAL|NYK|MEM|BOS|IND|MIL,
1110,Mark Strickland,Indiana Pacers|Miami Heat|Denver Nuggets|Brooklyn Nets|Atlanta Hawks|Dallas Mavericks,IND|MIA|DEN|BKN|ATL|DAL,
393,Rod Strickland,New York Knicks|San Antonio Spurs|Portland Trail Blazers|Washington Wizards|Miami Heat|Minnesota Timberwolves|Orlando Magic|Toronto Raptors|Houston Rockets,NYK|SAS|POR|WAS|MIA|MIN|ORL|TOR|HOU,
78270,Roger Strickland,,,
78271,John Stroeder,Milwaukee Bucks|San Antonio Spurs|Golden State Warriors,MIL|SAS|GSW,
400,Derek Strong,Washington Wizards|Milwaukee Bucks|Boston Celtics|Los Angeles Lakers|Orlando Magic|LA Clippers,WAS|MIL|BOS|LAL|ORL|LAC,
78273,Lamont Strothers,Portland Trail Blazers|Dallas Mavericks,POR|DAL,
78274,John Stroud,,,
1629622,Max Strus,Chicago Bulls|Miami Heat|Cleveland Cavaliers,CHI|MIA|CLE,
201155,Rodney Stuckey,Detroit Pistons|Indiana Pacers,DET|IND,
78275,Gene Stump,Boston Celtics|Los Angeles Lakers,BOS|LAL,
78276,Stan Stutz,New York Knicks,NYK,
1630591,Jalen Suggs,Orlando Magic,ORL,
78277,Gary Suiter,,,
203096,Jared Sullinger,Boston Celtics|Toronto Raptors,BOS|TOR,
201969,DaJuan Summers,Detroit Pistons|New Orleans Pelicans|LA Clippers,DET|NOP|LAC,
1628410,Edmond Sumner,Indiana Pacers|Brooklyn Nets,IND|BKN,
78654,Barry Sumpter,,,
201180,Sun Yue,,,
78278,Don Sunderlage,Atlanta Hawks|Los Angeles Lakers,ATL|LAL,
1743,Bruno Sundov,Dallas Mavericks|Indiana Pacers|Boston Celtics|Cleveland Cavaliers|New York Knicks,DAL|IND|BOS|CLE|NYK,
78279,Jon Sundvold,Oklahoma City Thunder|San Antonio Spurs|Miami Heat,OKC|SAS|MIA,
682,Bob Sura,Cleveland Cavaliers|Golden State Warriors|Detroit Pistons|Atlanta Hawks|Houston Rockets,CLE|GSW|DET|ATL|HOU,
78280,Dick Surhoff,New York Knicks|Atlanta Hawks,NYK|ATL,
78281,Dane Suttle,Sacramento Kings,SAC,
357,Greg Sutton,San Antonio Spurs|Charlotte Hornets|Philadelphia 76ers,SAS|CHA|PHI,
78283,Bennie Swain,,,
1628403,Caleb Swanigan,Portland Trail Blazers|Sacramento Kings,POR|SAC,
78284,Norm Swanson,,,
78285,Dan Swartz,,,
2552,Michael Sweetney,New York Knicks|Chicago Bulls,NYK|CHI,
1631306,Cole Swider,Los Angeles Lakers|Miami Heat|Detroit Pistons|Toronto Raptors,LAL|MIA|DET|TOR,
2741,Robert Swift,Oklahoma City Thunder,OKC,
2031,Stromile Swift,Memphis Grizzlies|Houston Rockets|Brooklyn Nets|Phoenix Suns,MEM|HOU|BKN|PHX,
78286,Aaron Swinson,,,
1628591,Craig Sword,,,
202377,Pape Sy,,,
78287,Wallace Sydnor,,,
1626208,Keifer Sykes,,,
1132,Larry Sykes,,,
1136,Brett Szabo,,,
1887,Wally Szczerbiak,Minnesota Timberwolves|Boston Celtics|Oklahoma City Thunder|Cleveland Cavaliers,MIN|BOS|OKC|CLE,
440,Zan Tabak,Houston Rockets|Toronto Raptors|Boston Celtics|Indiana Pacers,HOU|TOR|BOS|IND,
2657,Yuta Tabuse,,,
101147,Chris Taft,,,
78291,Sid Tannenbaum,New York Knicks,NYK,
1434,Dragan Tarlac,,,
78293,Roy Tarpley,Dallas Mavericks,DAL,
1630256,Jae'Sean Tate,Houston Rockets,HOU,
78294,Earl Tatum,Los Angeles Lakers|Indiana Pacers|Boston Celtics|Detroit Pistons|Cleveland Cavaliers,LAL|IND|BOS|DET|CLE,
1628369,Jayson Tatum,Boston Celtics,BOS,
204002,Edy Tavares,Atlanta Hawks|Cleveland Cavaliers,ATL|CLE,
78295,Anthony Taylor,,,
78296,Brian Taylor,Sacramento Kings|Denver Nuggets|LA Clippers,SAC|DEN|LAC,
101182,Donell Taylor,Washington Wizards,WAS,
78298,Fred Taylor,Phoenix Suns|Sacramento Kings,PHX|SAC,
1627819,Isaiah Taylor,Houston Rockets|Atlanta Hawks,HOU|ATL,
78297,Jay Taylor,,,
78299,Jeff Taylor,Houston Rockets|Detroit Pistons,HOU|DET,
203106,Jeffery Taylor,Charlotte Hornets,CHA,
201966,Jermaine Taylor,Houston Rockets|Sacramento Kings,HOU|SAC,
1511,Johnny Taylor,Orlando Magic|Denver Nuggets,ORL|DEN,
78301,Leonard Taylor,,,
1508,Maurice Taylor,LA Clippers|Houston Rockets|New York Knicks|Sacramento Kings,LAC|HOU|NYK|SAC,
201446,Mike Taylor,,,
78302,Roland Taylor,,,
1630678,Terry Taylor,Indiana Pacers|Chicago Bulls|Sacramento Kings,IND|CHI|SAC,
203116,Tyshawn Taylor,Brooklyn Nets,BKN,
78303,Vince Taylor,,,
78304,Terry Teagle,Houston Rockets|Detroit Pistons|Golden State Warriors|Los Angeles Lakers,HOU|DET|GSW|LAL,
201952,Jeff Teague,Atlanta Hawks|Indiana Pacers|Minnesota Timberwolves|Boston Celtics|Milwaukee Bucks,ATL|IND|MIN|BOS|MIL,
203104,Marquis Teague,Chicago Bulls|Brooklyn Nets|Memphis Grizzlies,CHI|BKN|MEM,
203141,Mirza Teletovic,Brooklyn Nets|Phoenix Suns|Milwaukee Bucks,BKN|PHX|MIL,
2742,Sebastian Telfair,Portland Trail Blazers|Boston Celtics|Minnesota Timberwolves|LA Clippers|Cleveland Cavaliers|Phoenix Suns|Toronto Raptors|Oklahoma City Thunder,POR|BOS|MIN|LAC|CLE|PHX|TOR|OKC,
1643141,Jahmyl Telfort,,,
202066,Garrett Temple,Houston Rockets|Sacramento Kings|San Antonio Spurs|Milwaukee Bucks|Charlotte Hornets|Washington Wizards|Memphis Grizzlies|LA Clippers|Brooklyn Nets|Chicago Bulls|New Orleans Pelicans|Toronto Raptors,HOU|SAC|SAS|MIL|CHA|WAS|MEM|LAC|BKN|CHI|NOP|TOR,
1628462,Milos Teodosic,LA Clippers,LAC,
78305,Ira Terrell,Phoenix Suns|Portland Trail Blazers|Utah Jazz,PHX|POR|UTA,
1629123,Jared Terrell,,,
78307,Carlos Terry,Washington Wizards,WAS,
78306,Chuck Terry,Milwaukee Bucks|Brooklyn Nets,MIL|BKN,
78308,Claude Terry,LA Clippers|Atlanta Hawks,LAC|ATL,
1631207,Dalen Terry,Chicago Bulls|Philadelphia 76ers,CHI|PHI,
1629150,Emanuel Terry,Phoenix Suns|Miami Heat,PHX|MIA,
1891,Jason Terry,Atlanta Hawks|Dallas Mavericks|Boston Celtics|Brooklyn Nets|Houston Rockets|Milwaukee Bucks,ATL|DAL|BOS|BKN|HOU|MIL,
1630179,Tyrell Terry,Dallas Mavericks|Memphis Grizzlies,DAL|MEM,
1630257,Jon Teske,,,
201934,Hasheem Thabeet,Memphis Grizzlies|Houston Rockets|Portland Trail Blazers|Oklahoma City Thunder,MEM|HOU|POR|OKC,
78309,Tom Thacker,Sacramento Kings|Boston Celtics,SAC|BOS,
1628464,Daniel Theis,Boston Celtics|Chicago Bulls|Houston Rockets|Indiana Pacers|LA Clippers|New Orleans Pelicans,BOS|CHI|HOU|IND|LAC|NOP,
78310,Reggie Theus,Chicago Bulls|Sacramento Kings|Atlanta Hawks|Orlando Magic|Brooklyn Nets,CHI|SAC|ATL|ORL|BKN,
78311,Peter Thibeaux,Golden State Warriors,GSW,
78312,Bill Thieben,Detroit Pistons,DET,
1642876,Adou Thiero,,,
78313,Justus Thigpen,Detroit Pistons|Sacramento Kings,DET|SAC,
78314,David Thirdkill,Phoenix Suns|Detroit Pistons|Milwaukee Bucks|San Antonio Spurs|Boston Celtics,PHX|DET|MIL|SAS|BOS,
203519,Adonis Thomas,Orlando Magic|Philadelphia 76ers,ORL|PHI,
2873,Billy Thomas,Brooklyn Nets|Washington Wizards|Cleveland Cavaliers,BKN|WAS|CLE,
1630271,Brodric Thomas,Houston Rockets|Cleveland Cavaliers|Boston Celtics,HOU|CLE|BOS,
1630560,Cam Thomas,Brooklyn Nets|Milwaukee Bucks,BKN|MIL,
1063,Carl Thomas,Sacramento Kings|Cleveland Cavaliers|Orlando Magic|Golden State Warriors,SAC|CLE|ORL|GSW,
78316,Charles Thomas,,,
2041,Etan Thomas,Washington Wizards|Oklahoma City Thunder|Atlanta Hawks,WAS|OKC|ATL,
78317,Irving Thomas,,,
202738,Isaiah Thomas,Sacramento Kings|Phoenix Suns|Boston Celtics|Cleveland Cavaliers|Los Angeles Lakers|Denver Nuggets|Washington Wizards|New Orleans Pelicans|Dallas Mavericks|Charlotte Hornets,SAC|PHX|BOS|CLE|LAL|DEN|WAS|NOP|DAL|CHA,
78318,Isiah Thomas,Detroit Pistons,DET,
1975,Jamel Thomas,Boston Celtics|Golden State Warriors|Brooklyn Nets,BOS|GSW|BKN,
2839,James Thomas,Portland Trail Blazers|Atlanta Hawks|Philadelphia 76ers|Chicago Bulls,POR|ATL|PHI|CHI,
78320,Jim Thomas,Indiana Pacers|LA Clippers|Minnesota Timberwolves,IND|LAC|MIN,
78321,Joe Thomas,,,
1519,John Thomas,Boston Celtics|Toronto Raptors|Minnesota Timberwolves|Memphis Grizzlies|Atlanta Hawks|Brooklyn Nets,BOS|TOR|MIN|MEM|ATL|BKN,
1903,Kenny Thomas,Houston Rockets|Philadelphia 76ers|Sacramento Kings,HOU|PHI|SAC,
1629017,Khyri Thomas,Detroit Pistons|Houston Rockets,DET|HOU,
703,Kurt Thomas,Miami Heat|Dallas Mavericks|New York Knicks|Phoenix Suns|Oklahoma City Thunder|San Antonio Spurs|Milwaukee Bucks|Chicago Bulls|Portland Trail Blazers,MIA|DAL|NYK|PHX|OKC|SAS|MIL|CHI|POR,
202498,Lance Thomas,New Orleans Pelicans|Oklahoma City Thunder|New York Knicks|Brooklyn Nets,NOP|OKC|NYK|BKN,
202952,Malcolm Thomas,San Antonio Spurs|Golden State Warriors|Chicago Bulls|Utah Jazz|Philadelphia 76ers,SAS|GSW|CHI|UTA|PHI,
1629744,Matt Thomas,Toronto Raptors|Utah Jazz|Chicago Bulls,TOR|UTA|CHI,
78322,Terry Thomas,,,
1501,Tim Thomas,Philadelphia 76ers|Milwaukee Bucks|New York Knicks|Chicago Bulls|Phoenix Suns|LA Clippers|Dallas Mavericks,PHI|MIL|NYK|CHI|PHX|LAC|DAL,
200748,Tyrus Thomas,Chicago Bulls|Charlotte Hornets|Memphis Grizzlies,CHI|CHA|MEM,
202717,Trey Thompkins,,,
1641708,Amen Thompson,Houston Rockets,HOU,
1641709,Ausar Thompson,Detroit Pistons,DET,
78323,Bernard Thompson,Portland Trail Blazers|Phoenix Suns|Houston Rockets,POR|PHX|HOU,
1631,Billy Thompson,Los Angeles Lakers|Miami Heat|Golden State Warriors,LAL|MIA|GSW,
240,Brooks Thompson,Orlando Magic|Utah Jazz|Denver Nuggets|Phoenix Suns|New York Knicks,ORL|UTA|DEN|PHX|NYK,
78325,Corny Thompson,,,
78326,David Thompson,Denver Nuggets|Oklahoma City Thunder,DEN|OKC,
101159,Dijon Thompson,Phoenix Suns|Atlanta Hawks,PHX|ATL,
1630679,Ethan Thompson,,,
78327,George Thompson,,,
203138,Hollis Thompson,Philadelphia 76ers|New Orleans Pelicans,PHI|NOP,
201574,Jason Thompson,Sacramento Kings|Golden State Warriors|Toronto Raptors,SAC|GSW|TOR,
78328,John Thompson,Boston Celtics,BOS,
78329,Kevin Thompson,,,
202691,Klay Thompson,Golden State Warriors|Dallas Mavericks,GSW|DAL,
78,LaSalle Thompson,Sacramento Kings|Indiana Pacers|Philadelphia 76ers|Denver Nuggets,SAC|IND|PHI|DEN,
78331,Mychal Thompson,Portland Trail Blazers|San Antonio Spurs|Los Angeles Lakers,POR|SAS|LAL,
202814,Mychel Thompson,,,
78332,Paul Thompson,Cleveland Cavaliers|Milwaukee Bucks|Philadelphia 76ers,CLE|MIL|PHI,
78333,Stephen Thompson,Orlando Magic|Sacramento Kings,ORL|SAC,
202684,Tristan Thompson,Cleveland Cavaliers|Boston Celtics|Sacramento Kings|Indiana Pacers|Chicago Bulls,CLE|BOS|SAC|IND|CHI,
1630550,JT Thor,Charlotte Hornets|Cleveland Cavaliers|Washington Wizards,CHA|CLE|WAS,
78335,Rod Thorn,Washington Wizards|Detroit Pistons|Atlanta Hawks|Oklahoma City Thunder,WAS|DET|ATL|OKC,
201154,Al Thornton,LA Clippers|Washington Wizards|Golden State Warriors,LAC|WAS|GSW,
738,Bob Thornton,New York Knicks|Philadelphia 76ers|Minnesota Timberwolves|Utah Jazz|Washington Wizards,NYK|PHI|MIN|UTA|WAS,
201977,Marcus Thornton,New Orleans Pelicans|Sacramento Kings|Brooklyn Nets|Boston Celtics|Phoenix Suns|Houston Rockets|Washington Wizards,NOP|SAC|BKN|BOS|PHX|HOU|WAS,
1628414,Sindarius Thornwell,LA Clippers|New Orleans Pelicans|Orlando Magic,LAC|NOP|ORL,
901,Otis Thorpe,Sacramento Kings|Houston Rockets|Portland Trail Blazers|Detroit Pistons|Memphis Grizzlies|Washington Wizards|Miami Heat|Charlotte Hornets,SAC|HOU|POR|DET|MEM|WAS|MIA|CHA,
9,Sedale Threatt,Philadelphia 76ers|Chicago Bulls|Oklahoma City Thunder|Los Angeles Lakers|Houston Rockets,PHI|CHI|OKC|LAL|HOU,
600001,Nate Thurmond,Golden State Warriors|Chicago Bulls|Cleveland Cavaliers,GSW|CHI|CLE,
78340,Mel Thurston,,,
1629680,Matisse Thybulle,Philadelphia 76ers|Portland Trail Blazers,PHI|POR,
78341,Howard Tidrick,,,
78342,Dan Tieman,,,
1629681,Killian Tillie,Memphis Grizzlies,MEM,
78343,Darren Tillis,Boston Celtics|Cleveland Cavaliers|Golden State Warriors,BOS|CLE|GSW,
1630214,Xavier Tillman,Memphis Grizzlies|Boston Celtics|Charlotte Hornets,MEM|BOS|CHA,
1631166,Drew Timme,Brooklyn Nets|Los Angeles Lakers,BKN|LAL,
78344,Jack Tingle,Los Angeles Lakers,LAL,
2224,Jamaal Tinsley,Indiana Pacers|Memphis Grizzlies|Utah Jazz,IND|MEM|UTA,
47,Wayman Tisdale,Indiana Pacers|Sacramento Kings|Phoenix Suns,IND|SAC|PHX,
1627861,Mike Tobey,,,
1630225,Isaiah Todd,Washington Wizards,WAS,
78346,Marko Todorovich,Atlanta Hawks,ATL,
78348,Ray Tolbert,Oklahoma City Thunder|Brooklyn Nets|Detroit Pistons|New York Knicks|Los Angeles Lakers|Atlanta Hawks,OKC|BKN|DET|NYK|LAL|ATL,
78347,Tom Tolbert,Charlotte Hornets|Golden State Warriors|Orlando Magic|LA Clippers,CHA|GSW|ORL|LAC,
201229,Anthony Tolliver,San Antonio Spurs|Portland Trail Blazers|Golden State Warriors|Minnesota Timberwolves|Atlanta Hawks|Charlotte Hornets|Phoenix Suns|Detroit Pistons|Sacramento Kings|Memphis Grizzlies|Philadelphia 76ers,SAS|POR|GSW|MIN|ATL|CHA|PHX|DET|SAC|MEM|PHI,
78349,Dean Tolson,Oklahoma City Thunder,OKC,
78350,Rudy Tomjanovich,Houston Rockets,HOU,
1641772,Nae'Qwan Tomlin,Cleveland Cavaliers,CLE,
78351,Andrew Toney,Philadelphia 76ers,PHI,
78352,Sedric Toney,Atlanta Hawks|Phoenix Suns|New York Knicks|Indiana Pacers|Sacramento Kings|Cleveland Cavaliers,ATL|PHX|NYK|IND|SAC|CLE,
1642910,John Tonje,,,
78353,Andy Tonkovich,,,
342,Andy Toolson,Utah Jazz,UTA,
78355,Jack Toomay,Washington Wizards,WAS,
78356,Bernard Toone,,,
1642260,Nikola Topi?,,,
1631210,Jacob Toppin,New York Knicks|Atlanta Hawks,NYK|ATL,
1630167,Obi Toppin,New York Knicks|Indiana Pacers,NYK|IND,
78357,Irv Torgoff,Golden State Warriors,GSW,
78358,Gene Tormohlen,Atlanta Hawks,ATL,
2351,Oscar Torres,Houston Rockets|Golden State Warriors,HOU|GSW,
1629308,Juan Toscano-Anderson,Golden State Warriors|Los Angeles Lakers|Utah Jazz|Sacramento Kings,GSW|LAL|UTA|SAC,
78359,Bill Tosheff,Atlanta Hawks,ATL,
78360,Bob Tough,Detroit Pistons,DET,
1626253,Axel Toupane,Denver Nuggets|Milwaukee Bucks|New Orleans Pelicans,DEN|MIL|NOP,
78361,Monte Towe,,,
700,Keith Tower,Orlando Magic|LA Clippers|Milwaukee Bucks,ORL|LAC|MIL,
78363,William Towery,Detroit Pistons,DET,
78364,Linton Townes,Portland Trail Blazers|Milwaukee Bucks|LA Clippers|San Antonio Spurs,POR|MIL|LAC|SAS,
1626157,Karl-Anthony Towns,Minnesota Timberwolves|New York Knicks,MIN|NYK,
78365,Raymond Townsend,Golden State Warriors|Indiana Pacers,GSW|IND,
1642422,Armel Traore,,,
1642849,Nolan Traore,,,
78366,George Trapp,Atlanta Hawks|Detroit Pistons,ATL|DET,
78367,John Trapp,Houston Rockets|Los Angeles Lakers|Philadelphia 76ers,HOU|LAL|PHI,
1631247,Luke Travers,Cleveland Cavaliers,CLE,
1714,Robert Traylor,Milwaukee Bucks|Cleveland Cavaliers|Charlotte Hornets|New Orleans Pelicans,MIL|CLE|CHA|NOP,
718,Gary Trent,Portland Trail Blazers|Toronto Raptors|Dallas Mavericks|Minnesota Timberwolves,POR|TOR|DAL|MIN,
1629018,Gary Trent Jr.,Portland Trail Blazers|Toronto Raptors|Milwaukee Bucks,POR|TOR|MIL,
2244,Jeff Trepagnier,Cleveland Cavaliers|Denver Nuggets,CLE|DEN,
78651,John Tresvant,Atlanta Hawks|Detroit Pistons|Sacramento Kings|Oklahoma City Thunder|Los Angeles Lakers|Washington Wizards,ATL|DET|SAC|OKC|LAL|WAS,
1629019,Allonzo Trier,New York Knicks,NYK,
78368,Dick Triptow,Detroit Pistons,DET,
78369,Kelly Tripucka,Detroit Pistons|Utah Jazz|Charlotte Hornets,DET|UTA|CHA,
2456,Cezary Trybanski,Memphis Grizzlies|Phoenix Suns|New York Knicks,MEM|PHX|NYK,
2054,Jake Tsakalidis,Phoenix Suns|Memphis Grizzlies|Houston Rockets,PHX|MEM|HOU,
78370,John Tschogl,Atlanta Hawks|Philadelphia 76ers,ATL|PHI,
1631131,Oscar Tshiebwe,Indiana Pacers|Utah Jazz,IND|UTA,
